simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
用于,用於,yòng yú,to use in; to use on; to use for,3191,5,v,用,用于,用于,2.0,yong4 yu2,yongyu,402.0,11.98,2.6042,344.0,5.51,2.5366,v,402.0,.v.,.402.,use in/use on/use for,用于
优,優,yōu,excellent ; superior,5053,7,g,亻,优,优,1.0,you1,you,195.0,5.81,2.29,104.0,1.67,2.017,g,195.0,.g.,.195.,excellent/superior,优
优点,優點,yōu diǎn,advantage ; benefit ; merit ; strong point,5641,3,n,亻,优点,优点,2.0,you1 dian3,youdian,251.0,7.48,2.3997,212.0,3.4,2.3263,n,251.0,.n.,.251.,merit/benefit/strong point,优点
优化,優化,yōu huà,to optimize,15241,7,"v,vn",亻,优化,优化,2.0,you1 hua4,youhua,19.0,0.57,1.2788,13.0,0.21,1.1139,v,17.0,.v.vn.,.17.2.,optimization/to optimize/to make superior,优化
优惠,優惠,yōu huì,discount (price) ; favorable (terms) ; preferential (treatment) ; privilege,6443,5,"vn,v",亻,优惠,优惠,2.0,you1 hui4,youhui,110.0,3.28,2.0414,91.0,1.46,1.959,vn,91.0,.vn.v.,.91.19.,preferential/favorable,优惠
优良,優良,yōu liáng,fine ; first-rate ; good,10627,4,z,亻,优良,优良,2.0,you1 liang2,youliang,55.0,1.64,1.7404,49.0,0.78,1.6902,z,55.0,.z.,.55.,fine/good,优良
优美,優美,yōu měi,elegant ; fine ; graceful,7192,4,a,亻,优美,优美,2.0,you1 mei3,youmei,197.0,5.87,2.2945,162.0,2.59,2.2095,a,197.0,.a.,.197.,graceful/fine/elegant,优美
优势,優勢,yōu shì,advantage ; dominance ; superiority,2080,3,n,亻,优势,优势,2.0,you1 shi4,youshi,635.0,18.93,2.8028,439.0,7.03,2.6425,n,635.0,.n.,.635.,superior/dominant,优势
优先,優先,yōu xiān,to have priority ; to take precedence,4732,5,"v,vn",亻,优先,优先,2.0,you1 xian1,youxian,321.0,9.57,2.5065,268.0,4.29,2.4281,v,267.0,.v.vn.,.267.54.,priority,优先
优秀,優秀,yōu xiù,outstanding; excellent,1689,4,a,亻,优秀,优秀,2.0,you1 xiu4,youxiu,1413.0,42.12,3.1501,922.0,14.77,2.9647,a,1413.0,.a.,.1413.,outstanding/excellent,优秀
优雅,優雅,yōu yǎ,grace ; graceful,4257,7,"a,an",亻,优雅,优雅,2.0,you1 ya3,youya,498.0,14.85,2.6972,347.0,5.56,2.5403,a,449.0,.a.an.,.449.49.,grace/graceful,优雅
优异,優異,yōu yì,exceptional; outstandingly good,13012,7,a,亻,优异,优异,2.0,you1 yi4,youyi,50.0,1.49,1.699,48.0,0.77,1.6812,a,50.0,.a.,.50.,exceptional/outstandingly good,优异
优越,優越,yōu yuè,superior ; superiority,12558,7,"a,an",亻,优越,优越,2.0,you1 yue4,youyue,65.0,1.94,1.8129,50.0,0.8,1.699,a,64.0,.a.an.,.64.1.,superior/superiority,优越
优质,優質,yōu zhì,excellent quality,10298,6,b,亻,优质,优质,2.0,you1 zhi4,youzhi,48.0,1.43,1.6812,43.0,0.69,1.6335,b,48.0,.b.,.48.,excellent quality,优质
忧愁,憂愁,yōu chóu,to be worried,17511,7,"a,an",忄,忧愁,忧愁,2.0,you1 chou2,youchou,53.0,1.58,1.7243,30.0,0.48,1.4771,a,30.0,.a.an.,.30.23.,to be worried,忧愁
忧虑,憂慮,yōu lǜ,anxiety (about) ; to worry,10453,7,"v,vn",忄,忧虑,忧虑,2.0,you1 lu:4,youlv,92.0,2.74,1.9638,82.0,1.31,1.9138,v,55.0,.v.vn.,.55.37.,to worry/anxiety (about),忧虑
忧郁,憂鬱,yōu yù,sullen; depressed; melancholy; dejected,8164,7,"a,an",忄,忧郁,忧郁,2.0,you1 yu4,youyu,247.0,7.36,2.3927,172.0,2.76,2.2355,a,211.0,.a.an.,.211.36.,sullen/depressed,忧郁
幽默,幽默,yōu mò,(loanword) humor ; humorous,4810,5,"a,an",幺,幽默,幽默,2.0,you1 mo4,youmo,561.0,16.72,2.749,418.0,6.7,2.6212,a,490.0,.a.an.,.490.71.,humor/humorous,幽默
悠久,悠久,yōu jiǔ,"long (tradition, history etc)",12577,7,a,心,悠久,悠久,2.0,you1 jiu3,youjiu,63.0,1.88,1.7993,57.0,0.91,1.7559,a,63.0,.a.,.63.,established/long,悠久
悠闲,悠閑 | 悠閒,yōu xián,carefree ; leisurely ; relaxed ; variant of 悠闲,13882,7,"a,ad",心,悠闲,悠闲,2.0,you1 xian2,youxian,59.0,1.76,1.7709,57.0,0.91,1.7559,a,56.0,.a.ad.,.56.3.,ease/leisurely,悠闲
尤其,尤其,yóu qí,especially; particularly,2400,5,d,尢,尤其,尤其,2.0,you2 qi2,youqi,1464.0,43.64,3.1655,1121.0,17.96,3.0496,d,1464.0,.d.,.1464.,especially/particularly,尤其
尤为,尤為,yóu wéi,especially,17205,7,d,尢,尤为,尤为,2.0,you2 wei2/wei4,youwei,21.0,0.63,1.3222,19.0,0.3,1.2788,d,21.0,.d.,.21.,#,尤为
由,由,yóu,(before a noun and a verb) it is for ... to ... ; because of; due to ; by; via; through ; from ; to follow,353,3,"p,v",田,由,由,1.0,you2,you,5799.0,172.86,3.7634,2995.0,47.97,3.4764,p,5778.0,.p.v.,.5778.21.,to follow/from/it is for...to/reason/cause/because of/due to/to/to leave it (to sb)/by (introduces passive verb),由
由此,由此,yóu cǐ,from this ; hereby,6883,5,d,田,由此,由此,2.0,you2 ci3,youci,113.0,3.37,2.0531,102.0,1.63,2.0086,d,113.0,.d.,.113.,hereby/from this,由此
由此看来,由此看來,yóu cǐ kàn lái,judging from this ; thereby,57699,7,l,田,由此看来,由此看来,4.0,you2 ci3 kan1/kan4 lai2,youcikanlai,1.0,0.03,0.0,1.0,0.02,0.0,l,1.0,.l.,.1.,#,由此看来
由此可见,由此可見,yóu cǐ kě jiàn,"from this, it can be seen that...",37325,7,c,田,由此可见,由此可见,4.0,you2 ci3 ke3 jian4,youcikejian,2.0,0.06,0.301,2.0,0.03,0.301,c,2.0,.c.,.2.,"from this, it can be seen that...",由此可见
由来,由來,yóu lái,origin,22702,7,n,田,由来,由来,2.0,you2 lai2,youlai,28.0,0.83,1.4472,27.0,0.43,1.4314,n,28.0,.n.,.28.,origin,由来
由于,由於,yóu yú,as a result of ; because ; due to ; owing to ; since ; thanks to,982,3,"p,c",田,由于,由于,2.0,you2 yu2,youyu,1504.0,44.83,3.1772,1114.0,17.84,3.0469,p,933.0,.p.c.,.933.571.,due to/as a result of/thanks to/owing to/since/because,由于
由衷,由衷,yóu zhōng,heartfelt ; sincere ; unfeigned,14868,7,"d,b",田,由衷,由衷,2.0,you2 zhong1,youzhong,63.0,1.88,1.7993,59.0,0.95,1.7709,d,41.0,.d.b.,.41.22.,heartfelt/sincere/unfeigned,由衷
犹如,猶如,yóu rú,similar to; like,9172,7,v,犭,犹如,犹如,2.0,you2 ru2,youru,100.0,2.98,2.0,89.0,1.43,1.9494,v,100.0,.v.,.100.,similar to/appearing to be,犹如
犹豫,猶豫,yóu yù,to hesitate,5102,5,"a,an",犭,犹豫,犹豫,2.0,you2 yu4,youyu,431.0,12.85,2.6345,367.0,5.88,2.5647,a,413.0,.a.an.,.413.18.,to hesitate,犹豫
犹豫不决,猶豫不決,yóu yù bù jué,hesitancy ; indecision ; to waver,18782,7,v,犭,犹豫不决,犹豫不决,4.0,you2 yu4 bu4 jue2,youyubujue,69.0,2.06,1.8388,64.0,1.03,1.8062,v,69.0,.v.,.69.,hesitancy/indecision/to waver,犹豫不决
邮编,郵編,yóu biān,postal code ; zip code,21261,7,n,阝,邮编,邮编,2.0,you2 bian1,youbian,21.0,0.63,1.3222,19.0,0.3,1.2788,n,21.0,.n.,.21.,postal code/zip code,邮编
邮件,郵件,yóu jiàn,email ; mail ; post,3970,3,n,阝,邮件,邮件,2.0,you2 jian4,youjian,1195.0,35.62,3.0774,680.0,10.89,2.8325,n,1195.0,.n.,.1195.,mail/post,邮件
邮局,郵局,yóu jú,post office,11689,4,n,阝,邮局,邮局,2.0,you2 ju2,youju,162.0,4.83,2.2095,104.0,1.67,2.017,n,162.0,.n.,.162.,post office,邮局
邮票,郵票,yóu piào,(postage) stamp,9219,3,n,阝,邮票,邮票,2.0,you2 piao4,youpiao,151.0,4.5,2.179,84.0,1.35,1.9243,n,151.0,.n.,.151.,(postage) stamp,邮票
邮箱,郵箱,yóu xiāng,email ; email inbox ; mailbox ; post office box,8497,3,n,阝,邮箱,邮箱,2.0,you2 xiang1,youxiang,204.0,6.08,2.3096,155.0,2.48,2.1903,n,204.0,.n.,.204.,mailbox,邮箱
邮政,郵政,yóu zhèng,postal ; postal service,12169,7,n,阝,邮政,邮政,2.0,you2 zheng4,youzheng,43.0,1.28,1.6335,36.0,0.58,1.5563,n,43.0,.n.,.43.,postal,邮政
油,油,yóu,"cunning ; fat ; glib ; grease ; greasy ; oil ; oily ; petroleum ; to apply tung oil, paint or varnish",1290,2,n,氵,油,油,1.0,you2,you,1478.0,44.06,3.1697,879.0,14.08,2.944,n,1478.0,.n.,.1478.,oil/sly,油
油画,油畫,yóu huà,oil painting,10696,7,n,氵,油画,油画,2.0,you2 hua4,youhua,116.0,3.46,2.0645,71.0,1.14,1.8513,n,116.0,.n.,.116.,oil painting,油画
游,游 | 遊,Yóu | yóu,surname You ; to roam ; to swim ; to tour ; to travel ; to walk ; variant of 游,2164,3,"v,g,vn",氵,游,游,1.0,you2,you,999.0,29.78,2.9996,583.0,9.34,2.7657,v,954.0,.v.g.vn.,.954.41.4.,to walk/to tour/to roam/to travel/surname You; to walk/to tour/to roam/to travel/to swim/surname You,游
游船,遊船,yóu chuán,cruise ship ; pleasure boat,21760,7,n,氵,游船,游船,2.0,you2 chuan2,youchuan,42.0,1.25,1.6232,36.0,0.58,1.5563,n,42.0,.n.,.42.,#,游船
游客,遊客,yóu kè,(online gaming) guest player ; tourist ; traveler,4572,2,n,氵,游客,游客,2.0,you2 ke4,youke,235.0,7.01,2.3711,164.0,2.63,2.2148,n,235.0,.n.,.235.,traveler/tourist,游客
游览,遊覽,yóu lǎn,to go sightseeing ; to tour ; to visit,12549,7,"v,vn",氵,游览,游览,2.0,you2 lan3,youlan,59.0,1.76,1.7709,51.0,0.82,1.7076,v,55.0,.v.vn.,.55.4.,to go sight-seeing/to tour/to visit,游览
游人,遊人,yóu rén,a tourist,26098,6,n,氵,游人,游人,2.0,you2 ren2,youren,7.0,0.21,0.8451,7.0,0.11,0.8451,n,7.0,.n.,.7.,a tourist,游人
游玩,遊玩,yóu wán,to amuse oneself ; to go sightseeing ; to have fun ; to take a stroll,16867,6,v,氵,游玩,游玩,2.0,you2 wan2,youwan,32.0,0.95,1.5051,31.0,0.5,1.4914,v,32.0,.v.,.32.,to amuse oneself/to have fun/to go sightseeing/to take a stroll,游玩
游戏,遊戲,yóu xì,game ; to play,603,3,"n,v",氵,游戏,游戏,2.0,you2 xi4,youxi,5732.0,170.87,3.7583,2210.0,35.4,3.3444,n,5685.0,.n.v.,.5685.47.,game/play,游戏
游戏机,遊戲機,yóu xì jī,video game console ; video game machine,13177,6,n,氵,游戏机,游戏机,3.0,you2 xi4 ji1,youxiji,118.0,3.52,2.0719,94.0,1.51,1.9731,n,118.0,.n.,.118.,gameboy/game machine,游戏机
游行,遊行,yóu xíng,procession; march; demonstration ; to march; to parade; to demonstrate ; to travel around; to roam,5773,6,"vn,v",氵,游行,游行,2.0,you2 xing2,youxing,518.0,15.44,2.7143,254.0,4.07,2.4048,vn,301.0,.vn.v.,.301.217.,march/parade/demonstration,游行
游泳,游泳,yóu yǒng,swimming ; to swim,3695,3,"v,vn",氵,游泳,游泳,2.0,you2 yong3,youyong,892.0,26.59,2.9504,534.0,8.55,2.7275,v,451.0,.v.vn.,.451.441.,swim,游泳
游泳池,游泳池,yóu yǒng chí,swimming pool,10359,5,n,氵,游泳池,游泳池,3.0,you2 yong3 chi2,youyongchi,539.0,16.07,2.7316,319.0,5.11,2.5038,n,539.0,.n.,.539.,swimming pool,游泳池
有,有,yǒu,(bound form) having; with; -ful; -ed; -al (as in 意 intentional) ; to have; there is,9,1,v,月,有,有,1.0,you3/you4,you,289109.0,8618.15,5.4611,6242.0,99.98,3.7953,v,289109.0,.v.,.289109.,to have/there is/there are/to exist/to be,有
有朝一日,有朝一日,yǒu zhāo yī rì,one day ; sometime in the future,20719,7,l,月,有朝一日,有朝一日,4.0,you3 zhao1 yi1 ri4,youchaoyiri,64.0,1.91,1.8062,61.0,0.98,1.7853,l,64.0,.l.,.64.,one day/sometime in the future,有朝一日
有待,有待,yǒu dài,not yet (done) ; pending,9654,7,v,月,有待,有待,2.0,you3 dai4,youdai,77.0,2.3,1.8865,74.0,1.19,1.8692,v,77.0,.v.,.77.,not yet (done)/pending,有待
有的,有的,yǒu de,(there are) some (who are...) ; some (exist),1300,1,r,月,有的,有的,2.0,you3 de5,youde,1398.0,41.67,3.1455,1065.0,17.06,3.0273,r,1398.0,.r.,.1398.,(there are) some (who are...)/some (exist),有的
有的放矢,有的放矢,yǒu dì fàng shǐ,fig. to have a clear objective ; lit. to have a target in mind when shooting one's arrows (idiom),56118,7,v,月,有的放矢,有的放矢,4.0,you3/you4 de5/di2/di4 fang4 shi3,youdefangshi,1.0,0.03,0.0,1.0,0.02,0.0,v,1.0,.v.,.1.,#,有的放矢
有的是,有的是,yǒu de shì,have plenty of ; there's no lack of,14445,3,l,月,有的是,有的是,3.0,you3 de5 shi4,youdeshi,37.0,1.1,1.5682,36.0,0.58,1.5563,l,37.0,.l.,.37.,have plenty of/there's no lack of,有的是
有点儿,有點兒,yǒu diǎn r,a little ; slightly ; somewhat,11175,2,,月,有点,有点,2.0,you3 dian3,youdian,5897.0,175.79,3.7706,3207.0,51.37,3.5061,d,5896.0,.d.nr.,.5896.1.,a little,有点
有毒,有毒,yǒu dú,poisonous,7616,5,"v,vn",月,有毒,有毒,2.0,you3 du2,youdu,297.0,8.85,2.4728,221.0,3.54,2.3444,v,162.0,.v.vn.,.162.135.,poisonous,有毒
有关,有關,yǒu guān,concerning ; related to ; to concern ; to have sth to do with ; to relate to,508,6,"vn,p,v",月,有关,有关,2.0,you3 guan1,youguan,4102.0,122.28,3.613,2399.0,38.43,3.38,vn,3173.0,.vn.p.v.,.3173.510.419.,to have sth to do with/to relate to/related to/to concern/concerning,有关
有害,有害,yǒu hài,damaging ; destructive ; harmful,7768,5,a,月,有害,有害,2.0,you3 hai4,youhai,150.0,4.47,2.1761,121.0,1.94,2.0828,a,150.0,.a.,.150.,destructive/harmful/damaging,有害
有机,有機,yǒu jī,organic,6879,7,"b,d",月,有机,有机,2.0,you3 ji1,youji,157.0,4.68,2.1959,120.0,1.92,2.0792,b,142.0,.b.d.,.142.15.,organic,有机
有劲儿,有勁兒,yǒujìnr5,Strength,1000000,4,,月,有劲,有劲,2.0,you3/you4 jin4/jing4,youjin,32.0,0.95,1.5051,31.0,0.5,1.4914,a,32.0,.a.,.32.,#,有劲
有空儿,有空兒,yǒukòngr5,available,1000000,2,,月,有空,有空,2.0,you3 kong4,youkong,833.0,24.83,2.9206,694.0,11.12,2.8414,v,833.0,.v.,.833.,to have time (to do sth),有空
有口无心,有口無心,yǒu kǒu wú xīn,to speak harshly but without any bad intent (idiom),70262,7,,月,有口无心,,,,,,,,,,,,,,,,
有力,有力,yǒu lì,forceful ; powerful ; vigorous,4350,5,"a,ad",月,有力,有力,2.0,you3 li4,youli,346.0,10.31,2.5391,288.0,4.61,2.4594,a,342.0,.a.ad.,.342.4.,powerful/forceful/vigorous,有力
有利,有利,yǒu lì,advantageous; favorable,4172,3,a,月,有利,有利,2.0,you3 li4,youli,438.0,13.06,2.6415,381.0,6.1,2.5809,a,438.0,.a.,.438.,advantageous/to have advantages/favorable,有利
有利于,有利於,yǒu lì yú,to be advantageous to; to be beneficial for,7879,5,v,月,有利于,有利于,3.0,you3/you4 li4 yu2,youliyu,74.0,2.21,1.8692,68.0,1.09,1.8325,v,74.0,.v.,.74.,#,有利于
有两下子,有兩下子,yǒu liǎng xià zi,to have real skill ; to know one's stuff,70813,7,,月,有两下子,,,,,,,,,,,,,,,,
有没有,有沒有,yǒu méi yǒu,"(before a noun) Do (you, they etc) have ...? ; (before a verb) Did (you, they etc) (verb, infinitive)? ; Have (you, they etc) (verb, past participle)? ; Is there a ...?",1000000,6,,月,有没有,,,,,,,,,,,,,,,,
有名,有名,yǒu míng,famous ; well-known,6219,1,a,月,有名,有名,2.0,you3 ming2,youming,404.0,12.04,2.6064,345.0,5.53,2.5378,a,404.0,.a.,.404.,famous/well-known,有名
有趣,有趣,yǒu qù,amusing ; fascinating ; interesting,2524,4,a,月,有趣,有趣,2.0,you3 qu4,youqu,5296.0,157.87,3.7239,2709.0,43.39,3.4328,a,5296.0,.a.,.5296.,interesting/fascinating/amusing,有趣
有人,有人,yǒu rén,anyone ; occupied (as in restroom) ; people ; someone ; there is someone there,463,2,"r,nr",月,有人,有人,2.0,you3 ren2,youren,9877.0,294.43,3.9946,4277.0,68.51,3.6311,r,9873.0,.r.nr.,.9873.4.,someone/people/anyone/there is someone there/occupied (as in restroom),有人
有声有色,有聲有色,yǒu shēng yǒu sè,dazzling ; having sound and color (idiom); vivid,42205,7,l,月,有声有色,有声有色,4.0,you3 sheng1 you3 se4,youshengyouse,3.0,0.09,0.4771,3.0,0.05,0.4771,l,3.0,.l.,.3.,having sound and color (idiom); vivid/dazzling,有声有色
有时,有時,yǒu shí,now and then ; sometimes,1568,1,d,月,有时,有时,2.0,you3 shi2,youshi,2587.0,77.12,3.4128,1623.0,26.0,3.2103,d,2587.0,.d.,.2587.,sometimes/now and then,有时
有时候,有時候,yǒu shí hou,sometimes,1725,1,d,月,有时候,有时候,3.0,you3 shi2 hou5,youshihou,2443.0,72.82,3.3879,1722.0,27.58,3.236,d,2443.0,.d.,.2443.,sometimes,有时候
有事,有事,yǒu shì,there is something the matter ; to be occupied with sth ; to have sth on one's mind,6982,6,v,月,有事,有事,2.0,you3/you4 shi4,youshi,175.0,5.22,2.243,164.0,2.63,2.2148,v,175.0,.v.,.175.,#,有事
有所,有所,yǒu suǒ,somewhat ; to some extent,1676,7,v,月,有所,有所,2.0,you3 suo3,yousuo,1383.0,41.23,3.1408,1085.0,17.38,3.0354,v,1383.0,.v.,.1383.,somewhat/to some extent,有所
有所不同,有所不同,yǒu suǒ bù tóng,to differ to some extent (idiom),12326,7,v,月,有所不同,有所不同,4.0,you3/you4 suo3 bu2/bu4 tong2/tong4,yousuobutong,89.0,2.65,1.9494,85.0,1.36,1.9294,v,89.0,.v.,.89.,#,有所不同
有望,有望,yǒu wàng,hopeful ; promising,11461,7,v,月,有望,有望,2.0,you3 wang4,youwang,38.0,1.13,1.5798,35.0,0.56,1.5441,v,38.0,.v.,.38.,hopeful/promising,有望
有限,有限,yǒu xiàn,finite ; limited,4159,4,a,月,有限,有限,2.0,you3 xian4,youxian,285.0,8.5,2.4548,255.0,4.08,2.4065,a,285.0,.a.,.285.,limited/finite,有限
有效,有效,yǒu xiào,effective ; in effect ; valid,1379,3,"a,ad",月,有效,有效,2.0,you3 xiao4,youxiao,1219.0,36.34,3.086,901.0,14.43,2.9547,a,1193.0,.a.ad.,.1193.26.,effective/in effect/valid,有效
有效期,有效期,yǒu xiào qī,period of validity ; sell-by date,20380,7,n,月,有效期,有效期,3.0,you3 xiao4 qi1,youxiaoqi,18.0,0.54,1.2553,17.0,0.27,1.2304,n,18.0,.n.,.18.,period of validity/sell-by date,有效期
有些,有些,yǒu xiē,some ; somewhat,394,1,r,月,有些,有些,2.0,you3 xie1,youxie,8889.0,264.98,3.9489,4003.0,64.12,3.6024,r,8889.0,.r.,.8889.,some/somewhat,有些
有幸,有幸,yǒu xìng,fortunately,9817,7,v,月,有幸,有幸,2.0,you3 xing4,youxing,194.0,5.78,2.2878,179.0,2.87,2.2529,v,194.0,.v.,.194.,fortunately,有幸
有序,有序,yǒu xù,in order ; orderly ; regular ; successive,20495,7,"a,ad",月,有序,有序,2.0,you3 xu4,youxu,35.0,1.04,1.5441,31.0,0.5,1.4914,a,32.0,.a.ad.,.32.3.,regular/orderly/successive/in order,有序
有一点儿,有一點兒,yǒu yī diǎn r,a bit ; a little,1000000,2,,月,有一点,,,,,,,,,,,,,,,,
有一些,有一些,yǒu yī xiē,rather ; some ; somewhat,1000000,1,,月,有一些,,,,,,,,,,,,,,,,
有益,有益,yǒu yì,beneficial ; profitable ; useful,7633,7,a,月,有益,有益,2.0,you3 yi4,youyi,171.0,5.1,2.233,161.0,2.58,2.2068,a,171.0,.a.,.171.,useful/profitable,有益
有意,有意,yǒu yì,intentionally ; interested in ; to intend,4661,7,"d,v",月,有意,有意,2.0,you3 yi4,youyi,550.0,16.4,2.7404,482.0,7.72,2.683,d,391.0,.d.v.,.391.159.,to intend/intentionally/interested in,有意
有意思,有意思,yǒu yì si,enjoyable ; fun ; interesting ; meaningful,2983,2,l,月,有意思,有意思,3.0,you3 yi4 si5,youyisi,3029.0,90.29,3.4813,1894.0,30.34,3.2774,l,3029.0,.l.,.3029.,interesting/meaningful/enjoyable/fun,有意思
有用,有用,yǒu yòng,useful,4834,1,"a,v",月,有用,有用,2.0,you3 yong4,youyong,522.0,15.56,2.7177,464.0,7.43,2.6665,a,521.0,.a.v.,.521.1.,useful,有用
有着,有著,yǒu zhe,to have ; to possess,2225,5,v,月,有着,有着,2.0,you3 zhe5,youzhuo,781.0,23.28,2.8927,634.0,10.16,2.8021,v,781.0,.v.,.781.,have/possess,有着
有助于,有助於,yǒu zhù yú,to contribute to ; to promote,6239,7,v,月,有助于,有助于,3.0,you3 zhu4 yu2,youzhuyu,177.0,5.28,2.248,168.0,2.69,2.2253,v,177.0,.v.,.177.,to contribute to/to promote,有助于
又,又,yòu,(once) again ; (used for emphasis) anyway ; also ; and yet ; both... and...,91,2,"d,c",又,又,又,1.0,you4,you,35561.0,1060.05,4.551,6000.0,96.11,3.7782,d,34210.0,.d.c.,.34210.1351.,(once) again/also/both... and.../again,又
右,右,yòu,(bound form) (old) west ; (bound form) (politics) right of center ; (bound form) right; right-hand side ; (literary) the right side as the side of precedence,1481,1,"f,a",口,右,右,1.0,you4,you,1738.0,51.81,3.24,903.0,14.46,2.9557,f,1727.0,.f.a.,.1727.11.,right (-hand),右
右边,右邊,yòu bian,"right side ; right, to the right",2906,1,f,口,右边,右边,2.0,you4 bian5,youbian,868.0,25.87,2.9385,603.0,9.66,2.7803,f,868.0,.f.,.868.,right/opposite: left 左边/the right side/to the right,右边
幼儿园,幼兒園,yòu ér yuán,kindergarten ; nursery school,5893,4,n,幺,幼儿园,幼儿园,3.0,you4 er2 yuan2,youeryuan,212.0,6.32,2.3263,150.0,2.4,2.1761,n,212.0,.n.,.212.,kindergarten/nursery school,幼儿园
幼稚,幼稚,yòu zhì,childish ; puerile ; young,6903,7,"a,an",幺,幼稚,幼稚,2.0,you4 zhi4,youzhi,299.0,8.91,2.4757,257.0,4.12,2.4099,a,289.0,.a.an.,.289.10.,young/childish/naive,幼稚
诱饵,誘餌,yòu ěr,bait,16190,7,n,讠,诱饵,诱饵,2.0,you4 er3,youer,251.0,7.48,2.3997,185.0,2.96,2.2672,n,251.0,.n.,.251.,bait,诱饵
诱发,誘發,yòu fā,to cause ; to elicit ; to induce ; to trigger,15926,7,v,讠,诱发,诱发,2.0,you4 fa1,youfa,28.0,0.83,1.4472,26.0,0.42,1.415,v,28.0,.v.,.28.,to cause/to bring about/to induce/to incite/cause,诱发
诱惑,誘惑,yòu huò,to attract ; to entice ; to induce ; to lure,3997,7,"vn,v",讠,诱惑,诱惑,2.0,you4 huo4,youhuo,527.0,15.71,2.7218,413.0,6.62,2.616,vn,351.0,.vn.v.,.351.176.,to entice/to lure/to induce/to attract,诱惑
诱人,誘人,yòu rén,attractive; alluring; captivating,7738,7,"a,v",讠,诱人,诱人,2.0,you4 ren2,youren,244.0,7.27,2.3874,218.0,3.49,2.3385,a,243.0,.a.v.,.243.1.,#,诱人
友好,友好,Yǒu hǎo | yǒu hǎo,"Youhao district of Yichun city 市, Heilongjiang ; close friend ; friendly; amicable",3210,2,"a,ad",又,友好,友好,2.0,you3 hao3,youhao,667.0,19.88,2.8241,557.0,8.92,2.7459,a,657.0,.a.ad.,.657.10.,friendly (relations),友好
友情,友情,yǒu qíng,friendly feelings ; friendship,6544,7,n,又,友情,友情,2.0,you3 qing2,youqing,219.0,6.53,2.3404,173.0,2.77,2.238,n,219.0,.n.,.219.,friendly feelings/friendship,友情
友人,友人,yǒu rén,friend,18153,7,n,又,友人,友人,2.0,you3 ren2,youren,23.0,0.69,1.3617,22.0,0.35,1.3424,n,23.0,.n.,.23.,friend,友人
友善,友善,yǒu shàn,friendly,11688,7,"a,nr,an",又,友善,友善,2.0,you3 shan4,youshan,449.0,13.38,2.6522,340.0,5.45,2.5315,a,412.0,.a.nr.an.,.412.34.3.,friendly,友善
友谊,友誼,yǒu yì,companionship ; fellowship ; friendship,3801,5,n,又,友谊,友谊,2.0,you3 yi4,youyi,651.0,19.41,2.8136,474.0,7.59,2.6758,n,651.0,.n.,.651.,companionship/fellowship/friendship,友谊
于,于 | 於,Yú | yú,(indicating a source) from; out of ; (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for ; (of time or place) in; at; on ; (used in comparison) than ; (used in the passive voice) by ; sentence-final interrogative particle ; surname Yu ; to go ; to take ; variant of 于,246,6,"p,g",二,于,于,1.0,yu2,yu,8727.0,260.15,3.9409,3825.0,61.27,3.5826,p,8658.0,.p.g.,.8658.69.,in/at/to/from/by/than/out of; surname Yu,于
于是,於是,yú shì,thereupon; as a result; consequently; thus; hence,1151,4,cc,二,于是,于是,2.0,yu2 shi4,yushi,1950.0,58.13,3.29,1174.0,18.81,3.0697,cc,1950.0,.cc.,.1950.,thereupon/as a result/consequently/thus/hence,于是
