simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
脱落,tuō luò,to come off ; to drop off ; to lose (hair etc) ; to omit (a character when writing),7.0,"v,vn",⺼,-0.6975751520753969
脱身,tuō shēn,to disengage ; to escape (from obligations) ; to free oneself ; to get away,7.0,v,⺼,0.1969454094265045
脱离,tuō lí,abjunction (botany) ; abscission ; diastasis (medicine) ; to break away from ; to separate oneself from,5.0,v,⺼,-0.011508887678511567
脾气,pí qi,bad temper ; character ; disposition ; temperament,5.0,n,⺼,-0.7819368641774539
腐化,fǔ huà,to become corrupt ; to decay ; to rot,7.0,"v,a",肉,-0.16679938009995687
腐败,fǔ bài,corruption ; rotten ; to corrupt ; to rot,7.0,"an,a",肉,1.2935056861414655
腐朽,fǔ xiǔ,decadent ; decayed ; degenerate ; rotten,7.0,a,肉,1.2446380797593863
腐烂,fǔ làn,(fig.) corrupt ; to putrefy ; to rot,7.0,"v,vn",肉,0.8404520470748651
腐蚀,fǔ shí,corrosion ; corruption ; to corrode (degrade chemically) ; to rot,7.0,"v,vn",肉,1.6008319753014038
脑海,nǎo hǎi,the brain ; the mind,7.0,n,⺼,0.01597253667004158
脑筋,nǎo jīn,brains ; head ; mind ; way of thinking,7.0,n,⺼,-0.6979657155573505
脑袋,nǎo dai,brains ; head ; mental capability ; skull,4.0,n,⺼,-1.238765950236277
肿瘤,zhǒng liú,tumor,7.0,n,⺼,-0.5117971224926271
脚印,jiǎo yìn,footprint,6.0,n,⺼,-0.21406935420084405
脚步,jiǎo bù,footstep ; step,5.0,n,⺼,-0.9476659683532538
腹泻,fù xiè,diarrhea ; to have the runs,7.0,"v,vn",⺼,-0.3076744020424787
腹部,fù bù,abdomen ; belly ; flank,7.0,n,⺼,-0.053015219024034554
膝盖,xī gài,(Internet slang) to kneel down (in admiration) ; knee,7.0,n,⺼,0.9773978486289302
胶囊,jiāo náng,(pharm.) capsule,7.0,n,⺼,0.690736045659178
胶带,jiāo dài,adhesive tape ; magnetic tape,5.0,n,⺼,0.2529143823887802
胶水,jiāo shuǐ,glue,5.0,n,⺼,0.028991319401840472
胶片,jiāo piàn,(photographic) film,7.0,n,⺼,0.4824119363814786
膨胀,péng zhàng,to expand ; to inflate ; to swell,7.0,"v,vn",⺼,-0.31287012235074063
膳食,shàn shí,meals; food,7.0,n,⺼,-0.9683776256812718
胆子,dǎn zi,courage ; guts ; nerve,7.0,n,⺼,0.2534233409135944
胆小,dǎn xiǎo,cowardice ; timid,5.0,a,⺼,0.3714801147220937
胆怯,dǎn qiè,cowardly ; timid ; timidity,7.0,"a,an",⺼,-0.25714973225864035
脸盆,liǎn pén,basin for washing hands and face ; washbowl,5.0,"q,n",⺼,2.4068366070115306
脸色,liǎn sè,complexion ; look,5.0,n,⺼,-0.4832859883099869
脸颊,liǎn jiá,cheek,7.0,n,⺼,0.826249781112745
临床,lín chuáng,clinical,7.0,"vn,v,b",丨,0.06739672846064626
临时,lín shí,ad hoc ; as the time draws near ; at the last moment ; interim ; temporary,4.0,"b,d",丨,-0.8215139636821219
临近,lín jìn,approaching ; close to,7.0,"v,vn",丨,-0.05784396141925753
自主,zì zhǔ,autonomous ; independent ; to act for oneself,3.0,"v,vn",自,0.24926912322387695
自信,zì xìn,self-confidence ; to have confidence in oneself,4.0,"v,an,a,vn",自,-1.4268873607107697
自助,zì zhù,self-service,7.0,"b,d",自,0.3687579631328742
自动,zì dòng,automatic ; voluntarily,3.0,"d,b",自,-1.086718360713324
自卑,zì bēi,to abase oneself ; to have low self-esteem,7.0,a,自,-0.5429238060060851
自在,zì zai,comfortable; at ease,6.0,"a,ad",自,0.2621341325594406
自学,zì xué,self-study ; to study on one's own,6.0,"v,vn",自,-0.8892116338874767
自尊,zì zūn,ego ; pride ; self-esteem ; self-respect,7.0,"v,vn",自,-1.1035007976528868
自己,zì jǐ,one's own ; oneself,2.0,"r,v",自,-1.4344382546952137
自从,zì cóng,ever since ; since (a time),3.0,p,自,-0.45959180373811376
自我,zì wǒ,ego (psychology) ; self-,6.0,r,自,-0.9937524592238214
自杀,zì shā,to attempt suicide ; to commit suicide ; to kill oneself,5.0,"v,vn",自,-0.8979342183177815
自然,zì rán,natural ; naturally ; nature,3.0,"n,d,a",自,-1.6273766147804722
自由,zì yóu,free; unrestricted ; freedom; liberty,2.0,"a,an,ad",自,-1.896344666019438
自私,zì sī,selfish ; selfishness,7.0,"a,an",自,-1.4033233639662146
自称,zì chēng,to call oneself ; to claim a title ; to claim to be ; to profess,7.0,v,自,0.23088905400312365
自立,zì lì,independent ; self-reliant ; self-sustaining ; to stand on one's own feet ; to support oneself,7.0,"v,vn",自,-0.11758838137375746
自行,zì xíng,autonomous ; by oneself ; self- ; voluntary,7.0,"d,b",自,0.24613282258378777
自卫,zì wèi,self-defense ; to defend oneself,7.0,"v,vn",自,-0.14753158165689428
自觉,zì jué,aware ; conscientious ; conscious ; on one's own initiative,3.0,"a,ad,v,an",自,-0.6971845885934432
自豪,zì háo,proud (of one's achievements etc),5.0,"a,an",自,-0.8357044368597831
自负,zì fù,conceited ; to take responsibility,7.0,"v,a",自,0.12883359017028
自费,zì fèi,at one's own expense ; self-funded,7.0,d,自,-0.4219675216432152
自身,zì shēn,itself ; one's own ; oneself,3.0,r,自,0.13536656710509554
自愿,zì yuàn,voluntary,5.0,"v,vn",自,-0.2891995233477822
至今,zhì jīn,so far ; to this day ; until now,3.0,d,至,-1.0269621479743667
至少,zhì shǎo,(to say the) least ; at least,3.0,d,至,-0.9448136289367165
至于,zhì yú,as for ; as to ; to go so far as to,6.0,p,至,0.03990351132763462
至此,zhì cǐ,so far ; up until now,7.0,d,至,0.3397496632098797
致使,zhì shǐ,to cause ; to result in,7.0,v,至,4.2381298099713876
致命,zhì mìng,deadly ; fatal ; mortal ; to sacrifice one's life,7.0,"v,vn,a",至,-0.8845366648884864
致富,zhì fù,to become rich,7.0,"v,vn",至,0.6502358385788245
致敬,zhì jìng,to pay homage to ; to pay one's respects to ; to pay tribute to ; to salute,7.0,v,至,0.14876412053438925
致辞,zhì cí,"same as 致词 ; to address (an audience) ; to express in words or writing ; to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc)",7.0,v,至,1.377334854149792
舅舅,jiù jiu,maternal uncle (informal) ; mother's brother,7.0,n,臼,0.9215118923561375
与其,yǔ qí,"rather than... ; 与其 A 如 B (rather than A, better to B)",7.0,c,一,3.6039966958899208
兴奋,xīng fèn,(physiology) excitation ; excited ; excitement,4.0,"v,a,an",八,-1.1502500204445025
兴建,xīng jiàn,to build ; to construct,7.0,v,八,-0.09480551159310942
兴旺,xīng wàng,prosperous ; thriving ; to flourish ; to prosper,6.0,"a,an",八,2.405795104392986
兴致,xìng zhì,interest ; mood ; spirits,7.0,n,八,0.009735313743236646
兴起,xīng qǐ,to be aroused ; to burgeon ; to come into vogue ; to rise ; to spring up,7.0,"v,vn",八,1.5778123154350359
兴趣,xìng qù,interest (desire to know about sth) ; interest (thing in which one is interested); hobby,4.0,n,八,-1.508645316266468
举例,jǔ lì,to give an example,7.0,v,丶,-0.514921630348259
举动,jǔ dòng,act ; action ; activity ; move ; movement,5.0,n,丶,-1.0910145590148166
举报,jǔ bào,to denounce ; to report (malefactors to the police),7.0,"v,vn",丶,-0.7525262079880458
举手,jǔ shǒu,to put up one's hand (as signal) ; to raise a hand,2.0,"v,vn",丶,-1.0830731015484192
举止,jǔ zhǐ,bearing ; manner ; mien,7.0,n,丶,-0.21901649163892906
举行,jǔ xíng,"to hold (a meeting, ceremony etc)",2.0,v,丶,-0.04457659581728169
举办,jǔ bàn,to conduct ; to hold,3.0,"v,vn",丶,0.3398680582527388
举重,jǔ zhòng,to lift weights ; weight-lifting (sports),7.0,"vn,v",丶,-0.6277944766329547
舌头,shé tou,enemy soldier captured for the purpose of extracting information ; tongue,6.0,n,舌,0.8615306823159204
舒畅,shū chàng,happy; entirely free from worry,7.0,"a,an",舌,0.027949816783296024
舒服,shū fu,comfortable ; feeling well,2.0,a,舌,-1.4386042651693887
舒适,shū shì,cozy ; snug,4.0,"a,an",舌,-0.5306743574537361
舞厅,wǔ tīng,ballroom ; dance hall,7.0,n,舛,1.1458491043939485
舞蹈,wǔ dǎo,dance (performance art) ; dancing,6.0,n,舛,-1.092825395812811
航天,háng tiān,space flight,7.0,n,舟,3.1590382876859535
航海,háng hǎi,maritime navigation ; to sail the seas ; voyage,7.0,"vn,v",舟,0.7515219682322194
航班,háng bān,(scheduled) flight; (scheduled) sailing,4.0,n,舟,0.8534472442377466
航空,háng kōng,aviation,4.0,n,舟,-0.4219793144276725
航行,háng xíng,to fly ; to navigate ; to sail,7.0,"v,vn",舟,0.45417297063793405
航运,háng yùn,shipping ; transport,7.0,n,舟,0.5929649873433669
舵手,duò shǒu,helmsman,7.0,n,舟,2.6695084714013975
船员,chuán yuán,crew member ; sailor,6.0,n,舟,0.2781708208884708
船桨,chuán jiǎng,oar,7.0,n,舟,1.2993405528018582
船舶,chuán bó,boats ; shipping,7.0,n,舟,4.462987773318471
船长,chuán zhǎng,captain (of a boat) ; skipper,6.0,n,舟,-0.18400775887484663
船只,chuán zhī,boat ; ship ; vessel,6.0,n,舟,-0.253504473093737
良好,liáng hǎo,favorable ; fine ; good ; well,4.0,a,艮,-1.002865607136081
良心,liáng xīn,conscience,7.0,n,艮,-1.1425571458482833
良性,liáng xìng,(medicine) benign (tumor etc) ; leading to good consequences ; positive (in its effect) ; virtuous,7.0,b,艮,0.18248276780974873
艰巨,jiān jù,arduous ; formidable ; terrible (task) ; very difficult,7.0,a,又,2.09738014147667
艰苦,jiān kǔ,arduous ; difficult ; hard,5.0,"a,ad,an",又,0.9811732956211529
艰辛,jiān xīn,arduous ; difficult ; hardships,7.0,"a,an",又,0.06988208996414608
艰险,jiān xiǎn,difficult and dangerous ; hardships and perils,7.0,"an,a",又,0.5130178685856648
艰难,jiān nán,challenging ; difficult ; hard,5.0,"a,an,ad",又,-0.3873493523610879
色彩,sè cǎi,(fig.) flavor; character ; tint; coloring; coloration,4.0,n,色,-1.0032679634024921
艳丽,yàn lì,garish and beautiful ; gorgeous,7.0,a,色,0.5165447327077075
芝麻,zhī ma,sesame (seed),7.0,n,艹,-0.2283900152058231
芬芳,fēn fāng,fragrant ; perfume,7.0,n,艹,3.306292513167057
花卉,huā huì,flowers and plants,7.0,n,艹,2.189162559735853
花园,huā yuán,garden,2.0,n,艹,-1.1286388411097152
花样,huā yàng,fancy-style (as in 花样滑冰 figure skating) ; pattern ; ruse ; trick ; way of doing sth,7.0,n,艹,0.1021568783545502
花瓣,huā bàn,petal,7.0,n,艹,2.5582450501823515
花瓶,huā píng,(fig.) female employee considered to be just a pretty face (attractive but not very competent) ; flower vase,6.0,n,艹,-0.865529242100061
花生,huā shēng,groundnut ; peanut,6.0,n,艹,-0.320302621292324
花纹,huā wén,decorative design,7.0,n,艹,-0.09650974613270054
花费,huā fèi,cost ; expenditure ; expense ; to spend (time or money),6.0,"v,n",艹,-0.6324812384164025
苗条,miáo tiao,(of a woman) slim ; graceful ; slender,7.0,a,艹,1.0699496010675618
苛刻,kē kè,demanding ; harsh ; severe,7.0,a,艹,-0.3215927067810454
若干,ruò gān,a certain number or amount ; how many? ; how much?,7.0,m,艹,4.957524158161676
苦力,kǔ lì,"(loanword) coolie, unskilled Chinese laborer in colonial times ; bitter work ; hard toil",7.0,n,艹,-0.5659670514413688
苦心,kǔ xīn,laborious at pains ; painstaking effort ; to take a lot of trouble,7.0,n,艹,-0.7563016549802686
苦恼,kǔ nǎo,distressed ; vexed,7.0,"a,an",艹,-0.38617766191522557
苦笑,kǔ xiào,a bitter laugh ; to force a smile,7.0,"v,n",艹,0.3256893778595364
苦练,kǔ liàn,"blood, sweat, and tears ; hard work ; to practice diligently ; to train hard",7.0,"v,vn",艹,0.02599699937352647
苦难,kǔ nàn,suffering,7.0,n,艹,0.37907817984436937
英俊,yīng jùn,handsome,7.0,a,艹,-1.0900914514391329
英勇,yīng yǒng,gallant ; heroic ; valiant,4.0,"a,ad,an",艹,-0.6962850665866755
英文,Yīng wén,English (language),2.0,nz,艹,-1.0751198512975644
英语,Yīng yǔ,English (language),2.0,nz,艹,-1.097251781941623
英镑,Yīng bàng,pound sterling,7.0,"q,n",艹,0.3093923138758705
英雄,yīng xióng,hero,6.0,n,艹,-1.2276999849142476
茂密,mào mì,dense (of plant growth) ; lush,7.0,"a,ad",艹,-0.008372587038422391
茂盛,mào shèng,lush,7.0,a,艹,1.0143593988027795
茄子,qié zi,"Guinea squash ; aubergine ; brinjal ; eggplant (Solanum melongena L.) ; equivalent of ""say cheese"" ; phonetic ""cheese"" (when being photographed)",6.0,n,艹,-0.16070413778492715
茫然,máng rán,at a loss ; blankly ; vacantly,7.0,"a,an,ad",艹,0.5283918249936456
茶叶,chá yè,tea ; tea leaves,4.0,n,艹,0.16736918705640366
茶道,chá dào,Japanese tea ceremony ; sado,7.0,n,艹,1.647214220179983
草原,cǎo yuán,grassland ; prairie,5.0,n,艹,-0.5499421558967972
草地,cǎo dì,lawn ; meadow ; sod ; turf,2.0,n,艹,-0.8215257564665808
草坪,cǎo píng,lawn,7.0,n,艹,-0.07113491259015095
草案,cǎo àn,"draft (legislation, proposal etc)",7.0,n,艹,3.8456370961765662
荆棘,jīng jí,brambles ; thistles and thorns ; thorny undergrowth,7.0,n,刂,0.9718115648387146
荒凉,huāng liáng,desolate,7.0,"a,an",艹,-0.3040291428775754
荒诞,huāng dàn,beyond belief ; fantastic ; incredible ; preposterous,7.0,"a,an",艹,1.2459635436014824
荒谬,huāng miù,absurd ; ridiculous,7.0,"a,an",艹,-0.7965179008370686
荷花,hé huā,lotus,7.0,n,艹,-1.493673716124898
庄严,zhuāng yán,solemn; dignified; stately,7.0,"a,ad",广,-0.14453726162858033
庄园,zhuāng yuán,feudal land ; manor ; villa and park,7.0,n,广,0.3457500960509651
莫非,mò fēi,can it be possible that ; could it be,7.0,"d,v",艹,-0.4227604413915812
菊花,jú huā,(slang) anus ; chrysanthemum,7.0,n,艹,-0.7147717380658294
菜单,cài dān,menu,2.0,n,艹,-0.44396926445995455
菩萨,Pú sà,Bodhisattva (Buddhism),7.0,n,艹,0.049182225420586916
华人,Huá rén,ethnic Chinese person or people,3.0,n,十,-0.5443440793221244
华侨,Huá qiáo,(in a restricted sense) Chinese emigrant who still retains Chinese nationality ; overseas Chinese,7.0,n,十,-0.24269888342634488
华裔,Huá yì,ethnic Chinese ; non-Chinese citizen of Chinese ancestry,7.0,n,十,2.2339353795487833
华语,Huá yǔ,Chinese language,5.0,,十,0.3560113488401695
华丽,huá lì,gorgeous,7.0,a,十,-1.0834518722459154
萌发,méng fā,to bud ; to shoot ; to sprout,7.0,v,艹,1.053557727609954
萌芽,méng yá,bud ; germ ; seed ; to bud ; to germinate ; to sprout (lit. or fig.),7.0,"vn,v",艹,0.18701575619696137
萎缩,wěi suō,"to atrophy (of muscle, social custom etc) ; to dry up (of a plant) ; to wither",7.0,"v,vn",艹,0.5915093356739531
万一,wàn yī,contingency ; if by any chance ; just in case,4.0,"c,d,t",一,-0.5224843171171601
万能,wàn néng,all-purpose ; omnipotent ; universal,7.0,b,一,-0.6927582024646313
落地,luò dì,(of a plane) to land ; to be born ; to be set on the ground ; to fall to the ground ; to reach to the ground,7.0,"v,vn",艹,0.018576293216400464
落实,luò shí,practical ; to carry out ; to decide ; to implement ; workable,5.0,v,艹,0.2952254262671266
落差,luò chā,"(fig.) gap (in wages, expectations etc) ; disparity ; drop in elevation",7.0,n,艹,0.5963498708536361
落后,luò hòu,backward ; to fall behind ; to lag (in technology etc) ; to retrogress,3.0,"a,an",艹,-0.40259312094175087
落户,luò hù,to set up home ; to settle,7.0,v,艹,5.791483794391795
叶子,yè zi,(slang) marijuana ; leaf,4.0,"n,nr",口,-0.07853203317836085
著作,zhù zuò,article ; book ; literary work ; to write ; writings,4.0,,艹,-0.9200779417462975
著名,zhù míng,celebrated ; famous ; noted ; well-known,4.0,,艹,0.15293013100856556
着实,zhuó shí,harshly ; indeed ; severely ; truly,7.0,d,目,6.303796480456998
着急,zháo jí,Taiwan pr. [zhāo jí] ; to feel a sense of urgency; to be in a hurry ; to worry; to feel anxious,4.0,"a,ad",目,-0.23631967988776328
着想,zhuó xiǎng,also pr. [zháo xiǎng] ; to consider (other people's needs) ; to give thought (to others),7.0,v,目,-0.3052008333234362
着手,zhuó shǒu,to put one's hand to it ; to set out ; to start out on a task,7.0,v,目,1.4998298068715605
着火,zháo huǒ,to catch fire,4.0,v,目,-0.2014293421665415
着眼,zhuó yǎn,having sth in mind ; to concentrate ; to have one's eyes on (a goal),7.0,v,目,2.3930366973158232
着落,zhuó luò,(of responsibility for a matter) to rest with sb ; place to settle ; reliable source (of funds etc) ; settlement ; solution ; whereabouts,7.0,"n,v",目,2.7942637883254067
着迷,zháo mí,to be captivated ; to be fascinated,7.0,v,目,0.009084374606645866
着重,zhuó zhòng,to put emphasis on; to stress,7.0,v,目,1.9658668503165864
葡萄,pú tao,grape,5.0,n,艹,-0.6268949546261869
董事,dǒng shì,board member,7.0,n,艹,1.6993841605811204
葬礼,zàng lǐ,burial ; funeral,7.0,n,艹,-1.025778664744047
苍蝇,cāng ying,housefly,7.0,n,艹,-0.8178687045172186
盖子,gài zi,cover ; lid ; shell,7.0,n,皿,0.5685844852815285
蓬勃,péng bó,vigorous; flourishing; full of vitality,7.0,"ad,a",艹,0.7106665760232872
莲子,lián zǐ,lotus seed,7.0,,艹,0.6502476313632832
蔓延,màn yán,to extend ; to spread,7.0,"v,vn",艹,0.5161423764412966
蔬菜,shū cài,vegetables,5.0,n,艹,-0.7617695437276235
萧条,xiāo tiáo,(economics) in a slump; sluggish; depressed ; bleak; desolate,7.0,"a,an",艹,4.401373552643687
薄弱,bó ruò,weak; frail,5.0,a,艹,-0.5268989104615134
薪水,xīn shuǐ,salary ; wage,6.0,n,艹,-1.2494413520763512
薯条,shǔ tiáo,chips ; french fried potatoes ; french fries,6.0,n,艹,0.56379112123968
熏陶,xūn táo,influence ; to influence ; to nurture ; to seep in ; training,7.0,"vn,v",灬,3.283237474947314
蓝图,lán tú,blueprint,7.0,n,艹,2.531935316279659
蓝天,lán tiān,blue sky,6.0,n,艹,-0.821904527164077
蓝色,lán sè,blue (color),2.0,n,艹,-1.0101561254658877
蓝领,lán lǐng,blue-collar ; blue-collar worker,6.0,b,艹,3.0296315873318718
藏身,cáng shēn,to go into hiding ; to hide ; to take refuge,7.0,"v,vn",艹,0.6020663424711695
艺人,yì rén,actor ; performing artist,6.0,n,艹,-0.8584873066404312
艺术,yì shù,art,3.0,n,艹,-0.7105939348071958
藤椅,téng yǐ,rattan chair,7.0,n,艹,1.566225598803735
药品,yào pǐn,drug ; medicaments ; medicine,6.0,n,艹,-0.2215018531424289
药方,yào fāng,prescription,7.0,n,艹,-0.9669337667963164
药材,yào cái,medicinal ingredient,7.0,n,艹,-0.5929159316961917
药水,Yào shuǐ | yào shuǐ,"Yaksu in North Korea, near the border with Liaoning and Jiling province ; bottled medicine ; lotion ; medicine in liquid form",2.0,n,艹,-0.48018506602327116
药片,yào piàn,a (medicine) pill or tablet,2.0,n,艹,0.7451427646936377
药物,yào wù,drug ; medicaments ; medication ; medicine ; pharmaceuticals,4.0,n,艹,-1.0339804978650804
